Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Month,Brand
FDE04,19.75,Regular,0.018059621,Dairy,179.766,OUT045,2019,,Tier 2,Supermarket OUT-Solapur,2336.958,M1_January,Amul
NCB19,6.525,Regular,0.090436094,Dairy,85.0882,OUT049,2019,Medium,Tier 1,Supermarket OUT-Solapur,2233.0932,M1_January,Amul
FDV15,10.3,Regular,0.146399712,Dairy,103.9648,OUT049,2019,Medium,Tier 1,Supermarket OUT-Solapur,1661.8368,M1_January,Amul
FDL58,5.78,Regular,0.074264356,Dairy,264.7568,OUT049,2019,Medium,Tier 1,Supermarket OUT-Solapur,4745.8224,M1_January,Amul
FDA08,11.85,Regular,0.050186726,Dairy,164.1526,OUT045,2019,,Tier 2,Supermarket OUT-Solapur,3124.5994,M1_January,Amul
FDT43,16.35,Regular,0.020631654,Dairy,50.1324,OUT018,2019,Medium,Tier 3,Supermarket OUT-Solapur,467.3916,M1_January,Amul
NCX06,,Regular,0.01561108,Dairy,182.5976,OUT027,2019,Medium,Tier 3,Supermarket OUT-Solapur,5070.7328,M1_January,Amul
FDT20,10.5,Regular,0.041395445,Dairy,37.6164,OUT046,2019,Small,Tier 1,Supermarket OUT-Solapur,540.6296,M1_January,Amul
FDB41,19,Regular,0.097313129,Dairy,48.0718,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,992.7078,M1_January,Amul
NCN55,14.6,Regular,0.059582996,Dairy,238.8538,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,6008.845,M1_January,Amul
FDE40,,Regular,0.098663652,Dairy,62.9194,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2105.2596,M1_January,Amul
FDX49,,Regular,0.101338651,Dairy,232.63,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5359.69,M1_January,Amul
NCM53,18.75,Regular,0.052146456,Dairy,104.628,OUT045,2019,,Tier 2,Supermarket OUT-Pune,745.696,M1_January,Amul
FDE36,5.26,Regular,0.041764487,Dairy,161.8868,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3275.736,M1_January,Amul
FDN57,18.25,Regular,0.054344186,Dairy,140.2154,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1701.7848,M1_January,Amul
FDI24,,Regular,0.078362484,Dairy,177.937,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,6704.606,M1_January,Amul
FDI19,15.1,Low Fat,0.052339069,Dairy,242.7512,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,4119.9704,M1_January,Amul
FDF24,15.5,Regular,0.042464962,Dairy,81.5934,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,327.5736,M1_January,Amul
FDG52,13.65,Low Fat,0.065732883,Dairy,45.7402,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,780.9834,M1_January,Amul
DRF36,16.1,Low Fat,0.023625114,Dairy,189.3846,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3630.6074,M1_January,Amul
FDS45,,Regular,0.051643608,Dairy,107.3622,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,317.5866,M1_January,Amul
FDX40,12.85,Low Fat,0.165694219,Dairy,39.7164,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,231.6984,M1_January,Amul
DRK12,9.5,Low Fat,0.041878397,Dairy,32.99,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,133.16,M1_January,Amul
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,5650.6446,M1_January,Amul
FDL58,5.78,Regular,0,Dairy,263.7568,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2636.568,M1_January,Amul
NCD30,19.7,Low Fat,0.026903714,Dairy,96.0726,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1272.3438,M1_January,Amul
NCZ54,14.65,Low Fat,0,Dairy,161.5552,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,324.9104,M1_January,Amul
FDE10,6.67,Regular,0.150554711,Dairy,130.0626,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,131.1626,M1_January,Amul
FDR44,6.11,Regular,0,Dairy,131.2968,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,260.9936,M1_January,Amul
FDP28,13.65,Regular,0.134975628,Dairy,260.0936,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,260.9936,M1_January,Amul
FDX15,17.2,Low Fat,0.15616879,Dairy,160.6578,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,3690.5294,M1_January,Amul
FDA39,6.32,Low Fat,0,Dairy,40.2822,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1139.1838,M1_January,Amul
FDY24,4.88,Regular,0.133700752,Dairy,52.9298,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1995.4026,M1_January,Amul
FDC60,5.425,Regular,0.115119905,Dairy,88.3514,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1416.8224,M1_January,Amul
FDH28,15.85,Regular,0.110030997,Dairy,37.2506,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,265.6542,M1_January,Amul
FDT25,7.5,Low Fat,0.051038045,Dairy,121.7072,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3552.7088,M1_January,Amul
DRJ13,12.65,Low Fat,0.062837968,Dairy,161.5578,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2406.867,M1_January,Amul
NCO07,,Low Fat,0.017116983,Dairy,211.956,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,213.056,M1_January,Amul
FDW20,20.75,Low Fat,0.024129332,Dairy,124.173,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2956.152,M1_January,Amul
DRF27,,Low Fat,0.049754975,Dairy,152.134,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,153.134,M1_January,Amul
FDS49,9,Low Fat,0,Dairy,79.7644,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1649.8524,M1_January,Amul
FDX25,,Low Fat,0.101561568,Dairy,181.9292,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3101.2964,M1_January,Amul
NCX42,,Low Fat,0.005949644,Dairy,165.6526,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4769.1254,M1_January,Amul
FDG33,,Regular,0.13956116,Dairy,170.4764,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3435.528,M1_January,Amul
FDL56,14.1,Low Fat,0.126035694,Dairy,86.4198,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1133.8574,M1_January,Amul
FDF14,7.55,Low Fat,0.027164679,Dairy,152.334,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2603.278,M1_January,Amul
NCD06,13,Low Fat,0.099325278,Dairy,45.406,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,605.878,M1_January,Amul
DRM47,,Low Fat,0.04357366,Dairy,192.8846,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2293.0152,M1_January,Amul
FDS46,,Regular,0.082741482,Dairy,118.7782,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,119.1782,M1_January,Amul
FDB35,12.3,Regular,0.064565202,Dairy,92.9804,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1929.4884,M1_January,Amul
FDX21,,Low Fat,0.084554569,Dairy,109.8912,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2074.6328,M1_January,Amul
NCU05,,Low Fat,0.058451805,Dairy,79.9618,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,241.6854,M1_January,Amul
NCR38,17.25,Low Fat,0.113748685,Dairy,251.3724,OUT045,2019,,Tier 2,Supermarket OUT-Pune,6795.1548,M1_January,Amul
NCRegular8,15.85,Low Fat,0.020603511,Dairy,42.7112,OUT017,2019,,Tier 2,Supermarket OUT-Pune,639.168,M1_January,Amul
NCU41,18.85,Low Fat,0.052044976,Dairy,192.1846,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3248.4382,M1_January,Amul
FDY56,16.35,Regular,0.062764429,Dairy,227.6062,OUT017,2019,,Tier 2,Supermarket OUT-Pune,7222.5984,M1_January,Amul
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3225.1352,M1_January,Amul
FDK21,7.905,Low Fat,0.010010425,Dairy,249.0408,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3755.112,M1_January,Amul
FDY25,12,Low Fat,0.033946163,Dairy,179.3976,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,3440.8544,M1_January,Amul
FDU44,12.15,Regular,0.058414678,Dairy,163.4552,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,974.7312,M1_January,Amul
FDL43,10.1,Low Fat,0.027106459,Dairy,75.367,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,535.969,M1_January,Amul
FDF05,17.5,Low Fat,0.027022883,Dairy,262.491,OUT017,2019,,Tier 2,Supermarket OUT-Pune,5259.82,M1_January,Amul
DRF15,,Low Fat,0.058153409,Dairy,152.034,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,306.268,M1_January,Amul
FDL20,17.1,Low Fat,0.128937661,Dairy,112.3886,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1779.0176,M1_January,Amul
FDV32,7.785,Low Fat,0.088846306,Dairy,61.451,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,759.012,M1_January,Amul
FDJ34,11.8,Regular,0.09357779,Dairy,125.9704,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1877.556,M1_January,Amul
FDG08,13.15,Regular,0.165694678,Dairy,171.8764,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3779.0808,M1_January,Amul
FDQ04,,Low Fat,0.148392623,Dairy,41.5796,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,41.2796,M1_January,Amul
FDW13,8.5,Low Fat,0.098438394,Dairy,51.1324,OUT017,2019,,Tier 2,Supermarket OUT-Pune,259.662,M1_January,Amul
NCI17,8.645,Low Fat,0.143303291,Dairy,96.341,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,193.082,M1_January,Amul
FDY03,17.6,Regular,0.076276208,Dairy,110.9202,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1687.803,M1_January,Amul
FDS12,9.1,Low Fat,0.175103435,Dairy,127.5362,OUT017,2019,,Tier 2,Supermarket OUT-Pune,4655.9394,M1_January,Amul
FDJ55,12.8,Regular,0.023511371,Dairy,225.9404,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,4950.8888,M1_January,Amul
DRK01,7.63,Low Fat,0.06105276,Dairy,95.4436,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1418.154,M1_January,Amul
FDG28,9.285,Regular,0.049559042,Dairy,246.4144,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1225.072,M1_January,Amul
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2019,,Tier 2,Supermarket OUT-Pune,5359.69,M1_January,Amul
FDN01,8.895,Low Fat,0.072545601,Dairy,176.237,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1764.37,M1_January,Amul
NCR54,16.35,Low Fat,0.090486828,Dairy,195.211,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2553.343,M1_January,Amul
FDG29,17.6,Low Fat,0.056245075,Dairy,43.3454,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1006.6896,M1_January,Amul
FDG24,7.975,Low Fat,0.014618973,Dairy,85.225,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1081.925,M1_January,Amul
FDG59,15.85,Low Fat,0.043479126,Dairy,36.7164,OUT017,2019,,Tier 2,Supermarket OUT-Pune,308.9312,M1_January,Amul
FDM28,15.7,Low Fat,0.045166237,Dairy,178.666,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2516.724,M1_January,Amul
FDW04,8.985,Regular,0.057827101,Dairy,128.831,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1428.141,M1_January,Amul
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2093.2752,M1_January,Amul
FDQ56,6.59,Low Fat,0.10550944,Dairy,85.6908,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1929.4884,M1_January,Amul
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,5829.7448,M1_January,Amul
FDL22,16.85,Low Fat,0.036390174,Dairy,91.4488,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2082.6224,M1_January,Amul
FDH19,,Low Fat,0.03292824,Dairy,173.1738,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,7298.4996,M1_January,Amul
FDY55,16.75,Low Fat,0.081252534,Dairy,256.4988,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,7452.9652,M1_January,Amul
FDY03,17.6,Regular,0.076552407,Dairy,110.5202,OUT017,2019,,Tier 2,Supermarket OUT-Pune,450.0808,M1_January,Amul
FDK21,7.905,Low Fat,0.016758569,Dairy,250.4408,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,500.6816,M1_January,Amul
FDZ10,,Low Fat,0.044248175,Dairy,126.202,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3668.558,M1_January,Amul
FDZ32,7.785,Regular,0.038288087,Dairy,103.1964,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,736.3748,M1_January,Amul
NCZ18,7.825,Low Fat,0.186032678,Dairy,253.0698,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,6088.0752,M1_January,Amul
NCF07,,Low Fat,0.031867464,Dairy,101.0016,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2125.2336,M1_January,Amul
DRE49,20.75,Low Fat,0.021370201,Dairy,153.0024,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2277.036,M1_January,Amul
FDJ08,,Low Fat,0.193772568,Dairy,190.3846,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,573.2538,M1_January,Amul
FDT39,6.26,Regular,0.009866049,Dairy,151.1366,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2267.049,M1_January,Amul
FDE08,18.2,Low Fat,0.082551042,Dairy,147.3734,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,296.9468,M1_January,Amul
NCD06,13,Low Fat,0.099729888,Dairy,46.306,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,559.272,M1_January,Amul
FDB57,20.25,Regular,0.018801549,Dairy,222.1772,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,5559.43,M1_January,Amul
NCT54,8.695,Low Fat,0.119721451,Dairy,95.5094,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1237.7222,M1_January,Amul
DRF49,7.27,Low Fat,0.071222087,Dairy,113.5518,OUT045,2019,,Tier 2,Supermarket OUT-Pune,569.259,M1_January,Amul
FDM25,,Regular,0.060371962,Dairy,174.0712,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3866.9664,M1_January,Amul
FDF20,12.85,Low Fat,0.033287541,Dairy,198.4768,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1379.5376,M1_January,Amul
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1869.5664,M1_January,Amul
FDV60,,Regular,0.11679292,Dairy,196.211,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5499.508,M1_January,Amul
FDY59,8.195,Low Fat,0.031452265,Dairy,94.3462,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,925.462,M1_January,Amul
FDK36,7.09,Low Fat,0.00721395,Dairy,47.9034,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,583.2408,M1_January,Amul
NCM31,6.095,Low Fat,0.081196619,Dairy,141.4154,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1418.154,M1_January,Amul
FDE33,19.35,Regular,0.049916364,Dairy,80.2644,OUT017,2019,,Tier 2,Supermarket OUT-Pune,942.7728,M1_January,Amul
FDU36,6.15,Low Fat,0.04627095,Dairy,99.3384,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2364.9216,M1_January,Amul
FDV13,,Regular,0.02747716,Dairy,87.9856,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3251.7672,M1_January,Amul
FDV20,,Regular,0.104704537,Dairy,125.2678,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,254.3356,M1_January,Amul
NCQ54,17.7,Low Fat,0.012540003,Dairy,167.0474,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,5895.659,M1_January,Amul
FDO23,17.85,Low Fat,0.147023834,Dairy,93.7436,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1134.5232,M1_January,Amul
DRE60,9.395,Low Fat,0.159657596,Dairy,224.972,OUT045,2019,,Tier 2,Supermarket OUT-Pune,7696.648,M1_January,Amul
DRP47,15.75,Low Fat,0.141398626,Dairy,250.5382,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2775.7202,M1_January,Amul
FDB21,7.475,Low Fat,0.148821808,Dairy,241.2854,OUT045,2019,,Tier 2,Supermarket OUT-Pune,5317.0788,M1_January,Amul
FDR04,7.075,Low Fat,0,Dairy,98.0068,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,874.8612,M1_January,Amul
FDX23,6.445,Low Fat,0.029691762,Dairy,92.6436,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1039.9796,M1_January,Amul
FDX19,19.1,Low Fat,0.096715523,Dairy,235.0958,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3038.0454,M1_January,Amul
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3848.324,M1_January,Amul
FDA01,15,Regular,0.054378253,Dairy,59.1904,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,527.3136,M1_January,Amul
FDS33,6.67,Regular,0.123428594,Dairy,89.1514,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2390.8878,M1_January,Amul
FDM50,,Regular,0.029943463,Dairy,60.222,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1677.816,M1_January,Amul
FDB29,16.7,Regular,0.052368061,Dairy,112.7176,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,801.6232,M1_January,Amul
FDF46,7.07,Low Fat,0.093861144,Dairy,115.5834,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1267.0174,M1_January,Amul
FDA33,6.48,Low Fat,0.033968647,Dairy,148.0076,OUT045,2019,,Tier 2,Supermarket OUT-Pune,886.8456,M1_January,Amul
FDC08,19,Regular,0.173154079,Dairy,228.272,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,452.744,M1_January,Amul
FDB53,13.35,Low Fat,0.139735226,Dairy,147.5392,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3877.6192,M1_January,Amul
FDY31,,Low Fat,0.043351896,Dairy,146.6418,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4414.254,M1_January,Amul
DRQ35,,Low Fat,0.042086652,Dairy,122.4388,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5448.9072,M1_January,Amul
FDX36,9.695,Regular,0.12848269,Dairy,223.9404,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,4950.8888,M1_January,Amul
DRD13,15,Low Fat,0.049357077,Dairy,62.6168,OUT017,2019,,Tier 2,Supermarket OUT-Pune,958.752,M1_January,Amul
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1956.1204,M1_January,Amul
FDB45,20.85,Low Fat,0.021362955,Dairy,103.2306,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2404.2038,M1_January,Amul
NCK19,9.8,Low Fat,0.151420934,Dairy,194.3478,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,387.4956,M1_January,Amul
FDV51,16.35,Low Fat,0.032511818,Dairy,165.0842,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,994.7052,M1_January,Amul
FDZ35,9.6,Regular,0.022323658,Dairy,101.299,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1754.383,M1_January,Amul
NCW17,,Low Fat,0.019292355,Dairy,129.9994,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3340.9844,M1_January,Amul
FDV59,13.35,Low Fat,0.048124443,Dairy,216.7166,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3918.8988,M1_January,Amul
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,306.268,M1_January,Amul
FDN60,,Low Fat,0.094697274,Dairy,158.4604,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4278.4308,M1_January,Amul
FDU55,16.2,Low Fat,0.035984104,Dairy,260.6278,OUT045,2019,,Tier 2,Supermarket OUT-Pune,4425.5726,M1_January,Amul
FDN58,,Regular,0.056596985,Dairy,230.9984,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,9267.936,M1_January,Amul
FDC41,,Low Fat,0.2047,Dairy,76.867,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,229.701,M1_January,Amul
FDO01,,Regular,0.020618324,Dairy,129.3994,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2055.9904,M1_January,Amul
NCO43,5.5,Low Fat,0.04709821,Dairy,101.3016,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3339.6528,M1_January,Amul
FDQ07,15.1,Regular,0.087584126,Dairy,221.7456,OUT045,2019,,Tier 2,Supermarket OUT-Pune,6410.3224,M1_January,Amul
FDF28,15.7,Regular,0.038078899,Dairy,122.9046,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1992.0736,M1_January,Amul
FDM01,7.895,Regular,0.095102092,Dairy,104.4332,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2870.9296,M1_January,Amul
FDY49,,Regular,0.011953902,Dairy,164.5184,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2807.0128,M1_January,Amul
FDR24,17.35,Regular,0.062799379,Dairy,88.183,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,539.298,M1_January,Amul
NCY18,7.285,Low Fat,0.031125709,Dairy,174.3054,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,4377.635,M1_January,Amul
NCY30,20.25,Low Fat,0.026005891,Dairy,180.9976,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2716.464,M1_January,Amul
FDJ22,,Low Fat,0.09246392,Dairy,190.9504,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,383.5008,M1_January,Amul
DRI37,15.85,Low Fat,0.107765165,Dairy,59.5904,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,703.0848,M1_January,Amul
FDL27,6.17,Low Fat,0.010647477,Dairy,66.3826,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1937.478,M1_January,Amul
NCO30,19.5,Low Fat,0.015749341,Dairy,182.2608,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,3307.6944,M1_January,Amul
NCB07,19.2,Low Fat,0.077628053,Dairy,197.611,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,3142.576,M1_January,Amul
FDX25,16.7,Low Fat,0,Dairy,181.2292,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2554.0088,M1_January,Amul
FDP59,20.85,Regular,0.056695731,Dairy,104.0648,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1869.5664,M1_January,Amul
FDR59,14.5,Regular,0.063993068,Dairy,260.4594,OUT045,2019,,Tier 2,Supermarket OUT-Pune,5494.8474,M1_January,Amul
FDT27,11.395,Regular,0.069529262,Dairy,233.1616,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,6093.4016,M1_January,Amul
DRI01,7.97,Low Fat,0.034452949,Dairy,174.0422,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2586.633,M1_January,Amul
FDU09,7.71,Regular,0.06670068,Dairy,55.2956,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1255.6988,M1_January,Amul
FDH26,19.25,Regular,0.034699737,Dairy,141.7496,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,4093.3384,M1_January,Amul
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3163.8816,M1_January,Amul
FDN39,,Regular,0.065203103,Dairy,166.0816,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5033.448,M1_January,Amul
FDH40,11.6,Regular,0.078929571,Dairy,79.9276,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1137.1864,M1_January,Amul
FDJ56,,Low Fat,0.182514881,Dairy,98.77,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2696.49,M1_January,Amul
DRN47,12.1,Low Fat,0.016895293,Dairy,178.566,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,898.83,M1_January,Amul
NCO17,10,Low Fat,0.073379745,Dairy,118.244,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2756.412,M1_January,Amul
FDX60,14.35,Low Fat,0.08075758,Dairy,81.896,OUT045,2019,,Tier 2,Supermarket OUT-Pune,878.856,M1_January,Amul
FDT22,10.395,Low Fat,0.112271498,Dairy,58.222,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,659.142,M1_January,Amul
FDX26,,Low Fat,0.153741385,Dairy,182.6292,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,182.4292,M1_January,Amul
FDG45,8.1,Low Fat,0.127929521,Dairy,211.4902,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,3610.6334,M1_January,Amul
FDD44,8.05,Regular,0.07838564,Dairy,256.4646,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,5153.292,M1_January,Amul
FDS15,9.195,Regular,0.078502143,Dairy,108.7596,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2588.6304,M1_January,Amul
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1286.3256,M1_January,Amul
FDL32,15.7,Regular,0.123159656,Dairy,110.1544,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1230.3984,M1_January,Amul
FDZ07,,Regular,0,Dairy,60.2194,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1733.7432,M1_January,Amul
NCW53,,Low Fat,0.053392944,Dairy,193.8162,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,384.8324,M1_January,Amul
NCA54,16.5,Low Fat,0.036715907,Dairy,180.0318,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3969.4996,M1_January,Amul
FDX09,9,Low Fat,0.065236932,Dairy,176.437,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,7763.228,M1_January,Amul
FDO51,6.785,Regular,0.041947547,Dairy,41.2112,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,809.6128,M1_January,Amul
FDW49,19.5,Low Fat,0.082888496,Dairy,178.6002,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1253.7014,M1_January,Amul
