pickup,dropoff,passengers,distance,fare,tip,tolls,total,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-24 11:03:39,2019-03-24 11:09:42,1,1.13,6.0,0.0,0.0,9.3,cash,Flatiron,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-01 19:40:43,2019-03-01 19:49:47,3,1.44,8.0,0.0,0.0,12.3,cash,Union Sq,Midtown Center,Manhattan,Manhattan
2019-03-24 19:59:47,2019-03-24 20:03:25,1,0.6,4.5,0.0,0.0,8.3,cash,Clinton East,Midtown North,Manhattan,Manhattan
2019-03-13 10:13:06,2019-03-13 10:17:56,1,0.97,5.5,0.0,0.0,8.8,cash,Penn Station/Madison Sq West,East Chelsea,Manhattan,Manhattan
2019-03-30 19:23:03,2019-03-30 19:28:32,1,1.0,6.0,1.85,0.0,11.15,credit card,East Village,Kips Bay,Manhattan,Manhattan
2019-03-16 00:16:32,2019-03-16 00:43:47,1,6.9,24.5,5.65,0.0,33.95,credit card,Alphabet City,Park Slope,Manhattan,Brooklyn
2019-03-12 10:14:17,2019-03-12 10:35:41,1,1.31,13.5,0.0,0.0,16.8,cash,Midtown East,Garment District,Manhattan,Manhattan
2019-03-05 17:40:32,2019-03-05 17:46:56,1,0.54,5.5,1.96,0.0,11.76,credit card,Clinton East,Midtown North,Manhattan,Manhattan
2019-03-20 21:43:45,2019-03-20 21:52:57,5,1.7,8.5,2.46,0.0,14.76,credit card,Union Sq,Midtown Center,Manhattan,Manhattan
2019-03-13 09:54:11,2019-03-13 09:57:43,0,0.5,4.5,1.95,0.0,9.75,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan
2019-03-01 21:59:54,2019-03-01 22:09:22,2,1.02,7.5,2.26,0.0,13.56,credit card,Midtown Center,Murray Hill,Manhattan,Manhattan
2019-03-30 21:45:03,2019-03-30 22:00:32,2,4.0,15.0,4.89,0.0,21.19,credit card,East Harlem North,West Concourse,Manhattan,Bronx
2019-03-01 21:53:11,2019-03-01 22:10:05,5,0.91,11.0,2.96,0.0,17.76,credit card,Gramercy,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-04 18:11:19,2019-03-04 18:21:59,5,1.98,9.5,3.45,0.0,17.25,credit card,Hudson Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-29 09:09:14,2019-03-29 09:21:45,5,1.29,9.0,1.84,0.0,14.14,credit card,Lenox Hill East,Midtown North,Manhattan,Manhattan
2019-03-24 16:57:42,2019-03-24 17:09:47,1,1.99,9.5,2.56,0.0,15.36,credit card,Lenox Hill West,Murray Hill,Manhattan,Manhattan
2019-03-21 02:54:37,2019-03-21 03:00:34,3,1.2,6.5,1.0,0.0,11.3,credit card,TriBeCa/Civic Center,Lower East Side,Manhattan,Manhattan
2019-03-08 12:22:58,2019-03-08 12:29:18,1,0.7,6.0,1.85,0.0,11.15,credit card,Midtown South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-27 11:56:33,2019-03-27 12:10:29,2,1.09,9.5,0.0,0.0,12.8,cash,Garment District,Midtown North,Manhattan,Manhattan
2019-03-20 08:55:19,2019-03-20 08:59:57,1,0.53,5.0,1.0,0.0,9.3,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
2019-03-20 10:24:45,2019-03-20 10:28:19,2,0.89,5.0,1.0,0.0,6.8,credit card,East Harlem South,East Harlem North,Manhattan,Manhattan
2019-03-16 00:12:41,2019-03-16 00:31:07,6,3.05,14.0,3.06,0.0,18.36,credit card,Clinton Hill,Greenpoint,Brooklyn,Brooklyn
2019-03-27 14:51:47,2019-03-27 15:03:01,3,1.41,9.0,0.0,0.0,12.3,cash,West Chelsea/Hudson Yards,Midtown South,Manhattan,Manhattan
2019-03-21 19:55:54,2019-03-21 20:02:15,1,0.64,6.0,2.06,0.0,12.36,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019-03-08 21:47:42,2019-03-08 21:52:36,2,0.62,5.0,1.76,0.0,10.56,credit card,Lenox Hill East,Lenox Hill West,Manhattan,Manhattan
2019-03-02 07:52:18,2019-03-02 08:06:19,1,3.02,12.5,2.0,0.0,17.8,credit card,TriBeCa/Civic Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-13 01:56:51,2019-03-13 02:02:56,1,1.15,6.5,0.0,0.0,10.3,credit card,,,,
2019-03-06 14:01:57,2019-03-06 14:09:16,1,0.97,6.5,1.0,0.0,10.8,credit card,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan
2019-03-19 11:35:42,2019-03-19 11:48:23,1,1.0,9.0,2.45,0.0,14.75,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan
2019-03-04 07:49:55,2019-03-04 08:00:14,1,1.91,9.0,0.0,0.0,12.3,cash,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-01 08:04:21,2019-03-01 08:09:14,1,0.46,5.0,1.74,0.0,7.54,credit card,Jackson Heights,Elmhurst/Maspeth,Queens,Queens
2019-03-01 11:28:25,2019-03-01 11:48:22,1,1.27,12.5,3.16,0.0,18.96,credit card,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-21 08:16:28,2019-03-21 09:08:08,1,12.4,44.0,10.6,5.76,63.66,credit card,LaGuardia Airport,Times Sq/Theatre District,Queens,Manhattan
2019-03-05 21:12:16,2019-03-05 21:41:49,1,6.46,23.0,0.0,0.0,26.8,cash,Penn Station/Madison Sq West,Hamilton Heights,Manhattan,Manhattan
2019-03-02 02:47:06,2019-03-02 02:54:06,1,0.96,6.0,0.0,0.0,9.8,credit card,Union Sq,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-15 18:15:17,2019-03-15 18:18:50,1,0.69,4.5,1.76,0.0,10.56,credit card,Lenox Hill East,Lenox Hill East,Manhattan,Manhattan
2019-03-15 16:21:29,2019-03-15 16:31:04,2,1.3,8.0,3.05,0.0,15.35,credit card,Upper East Side North,Yorkville East,Manhattan,Manhattan
2019-03-14 18:12:31,2019-03-14 18:44:39,1,15.97,45.0,9.36,0.0,56.16,credit card,JFK Airport,Homecrest,Queens,Brooklyn
2019-03-16 15:34:52,2019-03-16 16:01:44,1,9.72,29.5,0.0,0.0,30.3,cash,LaGuardia Airport,Jamaica,Queens,Queens
2019-03-12 14:02:33,2019-03-12 14:23:23,1,2.93,14.5,0.0,0.0,17.8,cash,SoHo,Midtown Center,Manhattan,Manhattan
2019-03-29 13:30:11,2019-03-29 13:30:23,3,0.0,2.5,0.0,0.0,3.3,cash,Long Island City/Hunters Point,Long Island City/Hunters Point,Queens,Queens
2019-03-17 10:52:54,2019-03-17 10:58:54,5,1.13,6.5,1.96,0.0,11.76,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
2019-03-14 04:28:32,2019-03-14 04:32:38,1,1.04,5.0,0.0,0.0,8.8,cash,West Chelsea/Hudson Yards,Garment District,Manhattan,Manhattan
2019-03-28 14:05:16,2019-03-28 14:19:32,1,1.82,10.5,1.0,0.0,14.8,credit card,Lincoln Square West,Upper East Side North,Manhattan,Manhattan
2019-03-04 12:56:50,2019-03-04 12:59:51,1,0.5,4.5,1.55,0.0,9.35,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
2019-03-21 18:29:07,2019-03-21 18:33:52,1,0.41,4.5,1.32,0.0,10.12,credit card,Battery Park City,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-09 19:09:12,2019-03-09 19:35:41,1,2.24,16.5,3.96,0.0,23.76,credit card,Penn Station/Madison Sq West,East Village,Manhattan,Manhattan
2019-03-20 21:40:49,2019-03-20 21:49:17,1,1.38,7.5,0.0,0.0,11.3,cash,Midtown Center,Lincoln Square East,Manhattan,Manhattan
2019-03-16 08:53:44,2019-03-16 08:55:16,1,0.4,3.5,0.0,0.0,6.8,cash,Penn Station/Madison Sq West,Garment District,Manhattan,Manhattan
2019-03-20 20:00:42,2019-03-20 20:06:21,1,0.8,5.5,1.86,0.0,11.16,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-19 07:58:20,2019-03-19 08:02:13,1,0.48,4.5,1.56,0.0,9.36,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
2019-03-30 20:59:50,2019-03-30 21:08:07,1,1.03,7.0,2.16,0.0,12.96,credit card,Union Sq,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-08 12:16:06,2019-03-08 12:24:33,1,1.1,7.5,1.0,0.0,11.8,credit card,Yorkville East,Lenox Hill West,Manhattan,Manhattan
2019-03-13 17:01:28,2019-03-13 17:25:13,1,3.34,17.0,4.26,0.0,25.56,credit card,Penn Station/Madison Sq West,Upper West Side North,Manhattan,Manhattan
2019-03-09 11:52:23,2019-03-09 12:03:05,1,2.34,9.5,3.2,0.0,16.0,credit card,Central Park,Yorkville West,Manhattan,Manhattan
2019-03-26 16:02:21,2019-03-26 16:08:28,1,1.07,6.0,2.06,0.0,12.36,credit card,East Village,Union Sq,Manhattan,Manhattan
2019-03-13 20:40:11,2019-03-13 21:10:38,2,15.7,43.5,8.95,0.0,53.75,credit card,JFK Airport,Long Island City/Hunters Point,Queens,Queens
2019-03-13 09:05:56,2019-03-13 09:18:13,1,1.28,9.0,2.0,0.0,14.3,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan
2019-03-26 14:48:41,2019-03-26 14:58:04,2,1.2,7.5,2.16,0.0,12.96,credit card,Union Sq,SoHo,Manhattan,Manhattan
2019-03-06 10:46:08,2019-03-06 10:48:26,1,0.1,3.5,2.0,0.0,8.8,credit card,Financial District North,World Trade Center,Manhattan,Manhattan
2019-03-13 07:03:05,2019-03-13 07:35:34,1,7.42,27.5,0.0,0.0,30.8,cash,Financial District South,Crown Heights North,Manhattan,Brooklyn
2019-03-07 15:47:27,2019-03-07 15:52:16,1,0.47,5.0,1.66,0.0,9.96,credit card,Upper East Side North,Yorkville East,Manhattan,Manhattan
2019-03-07 12:44:46,2019-03-07 13:15:33,1,3.3,20.0,0.0,0.0,23.3,,Clinton East,Hudson Sq,Manhattan,Manhattan
2019-03-04 11:47:11,2019-03-04 11:48:25,1,0.2,3.0,1.25,0.0,7.55,credit card,Kips Bay,Murray Hill,Manhattan,Manhattan
2019-03-08 09:43:13,2019-03-08 10:15:24,5,2.9,20.0,4.66,0.0,27.96,credit card,Upper West Side North,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-14 17:39:00,2019-03-14 17:45:10,1,0.6,5.5,0.0,0.0,9.8,cash,Yorkville West,Upper East Side North,Manhattan,Manhattan
2019-03-31 10:38:30,2019-03-31 10:41:37,5,0.5,4.0,0.0,0.0,4.8,cash,Manhattan Valley,Manhattan Valley,Manhattan,Manhattan
2019-03-19 19:12:50,2019-03-19 19:24:02,2,0.8,8.5,0.0,0.0,12.8,cash,Times Sq/Theatre District,Midtown North,Manhattan,Manhattan
2019-03-01 15:43:14,2019-03-01 15:55:24,0,1.1,8.5,0.0,0.0,11.8,cash,Garment District,Flatiron,Manhattan,Manhattan
2019-03-10 17:02:01,2019-03-10 17:07:44,1,1.14,6.0,2.79,0.0,12.09,credit card,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
2019-03-15 14:17:49,2019-03-15 15:07:03,2,16.74,52.0,0.0,5.76,61.06,cash,JFK Airport,Murray Hill,Queens,Manhattan
2019-03-18 09:51:03,2019-03-18 10:11:48,1,1.47,13.0,3.26,0.0,19.56,credit card,Midtown Center,Garment District,Manhattan,Manhattan
2019-03-07 14:53:57,2019-03-07 15:02:11,1,1.19,7.0,2.58,0.0,12.88,credit card,East Village,Greenwich Village North,Manhattan,Manhattan
2019-03-11 11:56:59,2019-03-11 12:36:09,1,11.8,52.0,15.5,6.76,77.56,credit card,Briarwood/Jamaica Hills,Midtown South,Queens,Manhattan
2019-03-03 11:52:05,2019-03-03 11:56:29,4,0.8,5.5,1.76,0.0,10.56,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019-03-16 09:15:35,2019-03-16 09:32:15,1,6.0,20.0,0.0,5.76,29.06,cash,Kips Bay,Elmhurst/Maspeth,Manhattan,Queens
2019-03-08 08:03:47,2019-03-08 08:05:55,1,0.23,3.5,0.0,0.0,4.3,cash,Central Harlem North,Hamilton Heights,Manhattan,Manhattan
2019-03-01 06:47:56,2019-03-01 06:59:24,1,1.98,9.5,2.56,0.0,15.36,credit card,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan
2019-03-03 03:53:15,2019-03-03 04:19:38,1,5.5,22.0,5.15,0.0,30.95,credit card,East Village,Crown Heights North,Manhattan,Brooklyn
2019-03-27 06:17:45,2019-03-27 06:31:11,1,3.4,13.0,1.63,0.0,17.93,credit card,Clinton East,Central Park,Manhattan,Manhattan
2019-03-26 23:34:26,2019-03-26 23:38:46,1,0.99,5.5,2.0,0.0,11.3,credit card,Lower East Side,Alphabet City,Manhattan,Manhattan
2019-03-07 21:43:04,2019-03-07 21:58:27,3,2.68,12.0,2.37,0.0,18.17,credit card,West Chelsea/Hudson Yards,East Village,Manhattan,Manhattan
2019-03-02 21:13:31,2019-03-02 21:24:10,2,1.74,8.5,3.08,0.0,15.38,credit card,Sutton Place/Turtle Bay North,Union Sq,Manhattan,Manhattan
2019-03-28 20:46:32,2019-03-28 21:07:57,1,7.85,24.0,5.56,0.0,33.36,credit card,Lenox Hill West,Brooklyn Heights,Manhattan,Brooklyn
2019-03-13 21:52:27,2019-03-13 22:07:23,1,3.42,13.0,1.0,0.0,17.8,credit card,Greenwich Village North,Lincoln Square West,Manhattan,Manhattan
2019-03-27 08:26:22,2019-03-27 08:46:37,5,2.53,14.0,2.6,0.0,19.9,credit card,Upper East Side North,Murray Hill,Manhattan,Manhattan
2019-03-22 21:40:29,2019-03-22 21:47:50,1,1.1,7.0,2.0,0.0,10.3,credit card,Boerum Hill,Prospect Heights,Brooklyn,Brooklyn
2019-03-16 13:40:20,2019-03-16 14:23:12,1,12.61,41.5,8.46,0.0,50.76,credit card,JFK Airport,Prospect Heights,Queens,Brooklyn
2019-03-22 08:46:03,2019-03-22 08:57:03,1,1.38,8.5,0.0,0.0,11.8,cash,Sutton Place/Turtle Bay North,Kips Bay,Manhattan,Manhattan
2019-03-19 09:03:06,2019-03-19 09:17:31,2,1.7,10.5,2.75,0.0,16.55,credit card,Midtown East,Lincoln Square East,Manhattan,Manhattan
2019-03-14 03:37:47,2019-03-14 03:55:00,1,4.44,16.5,0.0,0.0,20.3,cash,Meatpacking/West Village West,Williamsburg (North Side),Manhattan,Brooklyn
2019-03-05 14:54:28,2019-03-05 15:02:44,1,0.81,7.0,2.06,0.0,12.36,credit card,Times Sq/Theatre District,East Chelsea,Manhattan,Manhattan
2019-03-16 12:27:26,2019-03-16 12:34:23,1,1.45,7.0,2.06,0.0,12.36,credit card,Garment District,Clinton West,Manhattan,Manhattan
2019-03-15 14:54:01,2019-03-15 14:57:08,1,0.65,4.5,1.56,0.0,9.36,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
2019-03-04 09:06:13,2019-03-04 09:17:40,1,1.54,9.0,1.8,0.0,14.1,credit card,Flatiron,Murray Hill,Manhattan,Manhattan
2019-03-21 22:33:59,2019-03-21 22:44:20,1,1.69,8.5,2.46,0.0,14.76,credit card,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-16 23:56:17,2019-03-17 00:18:10,1,3.44,16.0,1.98,0.0,21.78,credit card,Lower East Side,Midtown North,Manhattan,Manhattan
2019-03-26 18:09:51,2019-03-26 18:17:11,1,1.08,6.5,2.16,0.0,12.96,credit card,Lincoln Square East,Upper West Side South,Manhattan,Manhattan
2019-03-02 10:54:33,2019-03-02 11:00:47,1,0.88,6.0,1.86,0.0,11.16,credit card,Gramercy,Union Sq,Manhattan,Manhattan
2019-03-16 17:57:32,2019-03-16 18:09:20,5,1.7,9.5,0.0,0.0,12.8,cash,East Chelsea,Clinton West,Manhattan,Manhattan
2019-03-28 07:13:51,2019-03-28 07:25:07,2,1.8,9.0,2.46,0.0,14.76,credit card,Greenwich Village South,World Trade Center,Manhattan,Manhattan
2019-03-05 11:20:37,2019-03-05 11:50:55,1,2.28,19.0,4.46,0.0,26.76,credit card,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-03 15:03:28,2019-03-03 15:12:45,1,0.9,7.5,0.0,0.0,10.8,cash,Little Italy/NoLiTa,Lower East Side,Manhattan,Manhattan
2019-03-02 19:30:19,2019-03-02 19:39:01,1,2.5,9.5,3.2,0.0,16.0,credit card,Lincoln Square East,Morningside Heights,Manhattan,Manhattan
2019-03-08 11:54:21,2019-03-08 12:03:31,1,0.7,7.0,0.0,0.0,10.3,cash,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-06 04:07:13,2019-03-06 04:09:20,2,0.57,4.0,1.56,0.0,9.36,credit card,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan
2019-03-15 21:04:12,2019-03-15 21:54:32,1,17.7,52.0,0.0,5.76,61.06,credit card,Union Sq,JFK Airport,Manhattan,Queens
2019-03-03 22:40:36,2019-03-03 22:46:19,1,1.56,7.0,2.16,0.0,12.96,credit card,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-15 11:06:17,2019-03-15 11:19:59,4,1.43,10.0,2.66,0.0,15.96,credit card,Upper East Side South,Midtown East,Manhattan,Manhattan
2019-03-31 12:56:42,2019-03-31 13:04:42,1,1.1,7.0,1.0,0.0,11.3,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
2019-03-21 22:56:17,2019-03-21 23:08:11,2,2.04,10.0,2.5,0.0,16.3,credit card,Lower East Side,Financial District North,Manhattan,Manhattan
2019-03-25 18:55:29,2019-03-25 18:58:21,1,0.59,4.0,1.66,0.0,9.96,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019-03-12 08:57:08,2019-03-12 09:38:48,3,11.5,38.5,9.51,5.76,57.07,credit card,LaGuardia Airport,Midtown South,Queens,Manhattan
2019-03-07 14:26:40,2019-03-07 14:46:17,1,1.85,12.5,0.0,0.0,15.8,cash,Meatpacking/West Village West,Union Sq,Manhattan,Manhattan
2019-03-16 10:24:01,2019-03-16 10:38:35,2,5.38,17.5,4.58,0.0,22.88,credit card,East Harlem South,Washington Heights South,Manhattan,Manhattan
2019-03-25 04:35:13,2019-03-25 04:38:09,2,1.0,5.0,1.76,0.0,10.56,credit card,,,,
2019-03-22 00:49:58,2019-03-22 01:16:44,1,11.56,34.0,7.56,0.0,45.36,credit card,LaGuardia Airport,Flatiron,Queens,Manhattan
2019-03-08 14:29:03,2019-03-08 14:45:13,1,2.19,12.0,4.59,0.0,19.89,credit card,Kips Bay,SoHo,Manhattan,Manhattan
2019-03-13 15:54:52,2019-03-13 16:09:31,1,2.42,11.5,2.96,0.0,17.76,credit card,Upper East Side North,Lincoln Square West,Manhattan,Manhattan
2019-03-25 15:39:31,2019-03-25 15:44:21,3,1.03,5.5,0.0,0.0,6.3,cash,East Harlem North,East Harlem South,Manhattan,Manhattan
2019-03-19 21:44:04,2019-03-19 21:49:55,1,1.45,7.0,2.16,0.0,12.96,credit card,Gramercy,Flatiron,Manhattan,Manhattan
2019-03-30 03:47:14,2019-03-30 04:05:43,1,5.2,17.5,0.0,5.76,27.06,credit card,East Chelsea,Greenpoint,Manhattan,Brooklyn
2019-03-25 13:15:01,2019-03-25 13:37:23,1,6.5,23.0,5.25,0.0,31.55,credit card,Midtown East,World Trade Center,Manhattan,Manhattan
2019-03-17 20:23:34,2019-03-17 20:35:08,5,2.54,10.5,3.58,0.0,17.88,credit card,Gramercy,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-28 21:08:20,2019-03-28 21:12:18,1,1.0,5.0,1.0,0.0,9.8,credit card,Gramercy,East Village,Manhattan,Manhattan
2019-03-14 01:46:33,2019-03-14 02:10:00,1,5.37,19.5,5.82,0.0,29.12,credit card,Times Sq/Theatre District,Steinway,Manhattan,Queens
2019-03-30 19:07:19,2019-03-30 19:18:56,1,1.2,8.5,1.1,0.0,12.9,credit card,Greenwich Village South,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-30 02:03:02,2019-03-30 02:18:15,5,3.19,13.0,3.36,0.0,20.16,credit card,Clinton East,Gramercy,Manhattan,Manhattan
2019-03-11 09:53:04,2019-03-11 10:06:55,0,1.4,10.0,3.3,0.0,16.6,credit card,Sutton Place/Turtle Bay North,Midtown North,Manhattan,Manhattan
2019-03-16 19:13:22,2019-03-16 19:18:37,1,1.06,5.5,1.76,0.0,10.56,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019-03-23 23:33:39,2019-03-23 23:42:27,1,0.8,7.5,2.8,0.0,14.1,credit card,Times Sq/Theatre District,East Chelsea,Manhattan,Manhattan
2019-03-24 03:56:05,2019-03-24 04:02:48,1,1.6,7.5,2.25,0.0,13.55,credit card,Greenwich Village South,East Chelsea,Manhattan,Manhattan
2019-03-20 21:22:45,2019-03-20 21:43:15,1,10.5,30.0,5.07,0.0,38.87,credit card,Midtown South,Washington Heights North,Manhattan,Manhattan
2019-03-03 17:36:16,2019-03-03 17:49:30,1,2.2,10.0,2.0,0.0,15.3,credit card,Murray Hill,Lenox Hill East,Manhattan,Manhattan
2019-03-22 23:43:50,2019-03-22 23:46:03,2,0.59,4.0,0.0,0.0,7.8,cash,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-26 20:17:13,2019-03-26 20:59:07,0,21.6,61.5,15.65,0.0,78.45,credit card,JFK Airport,Prospect Park,Queens,Brooklyn
2019-03-23 19:55:05,2019-03-23 20:10:54,1,2.54,12.0,0.0,0.0,15.3,cash,Union Sq,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-08 08:54:16,2019-03-08 09:16:14,1,7.6,24.5,0.0,0.0,27.8,credit card,Yorkville West,Financial District South,Manhattan,Manhattan
2019-03-26 20:33:24,2019-03-26 20:55:20,1,8.03,25.5,5.86,0.0,35.16,credit card,Midtown North,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-24 02:45:32,2019-03-24 02:50:22,1,1.2,6.0,1.0,0.0,10.8,credit card,Midtown South,Midtown North,Manhattan,Manhattan
2019-03-23 17:54:55,2019-03-23 18:12:48,1,2.0,12.0,3.05,0.0,18.35,credit card,Penn Station/Madison Sq West,SoHo,Manhattan,Manhattan
2019-03-06 09:28:20,2019-03-06 09:48:19,1,3.73,16.5,0.0,0.0,17.3,credit card,Yorkville West,Murray Hill,Manhattan,Manhattan
2019-03-18 14:48:32,2019-03-18 15:05:56,2,2.0,12.5,0.0,0.0,15.8,cash,Midtown East,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-11 20:56:00,2019-03-11 21:13:29,1,2.82,13.0,0.0,0.0,16.8,cash,Central Park,Midtown North,Manhattan,Manhattan
2019-03-05 17:58:46,2019-03-05 18:12:55,1,0.88,9.5,2.76,0.0,16.56,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
2019-03-16 09:10:12,2019-03-16 09:13:32,1,0.94,5.0,0.0,0.0,8.3,cash,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
2019-03-12 22:37:35,2019-03-12 22:56:08,2,3.6,14.5,3.65,0.0,21.95,credit card,Hudson Sq,Clinton East,Manhattan,Manhattan
2019-03-29 15:50:09,2019-03-29 15:57:22,1,1.1,7.0,0.0,0.0,10.3,,Upper East Side South,Lenox Hill West,Manhattan,Manhattan
2019-03-31 12:42:57,2019-03-31 12:50:32,1,1.1,6.5,1.95,0.0,11.75,credit card,East Chelsea,Garment District,Manhattan,Manhattan
2019-03-05 17:53:28,2019-03-05 18:02:48,1,1.25,8.0,2.3,0.0,14.6,credit card,Clinton West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-11 13:57:03,2019-03-11 14:18:31,1,1.8,14.0,0.0,0.0,17.3,cash,Garment District,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-14 13:04:51,2019-03-14 13:11:27,1,0.9,6.5,1.96,0.0,11.76,credit card,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan
2019-03-21 00:21:06,2019-03-21 00:33:58,1,3.44,12.5,4.08,0.0,20.38,credit card,Midtown South,Upper East Side North,Manhattan,Manhattan
2019-03-24 09:40:59,2019-03-24 09:49:11,2,1.6,8.0,2.8,0.0,14.1,credit card,UN/Turtle Bay South,Garment District,Manhattan,Manhattan
2019-03-22 08:17:37,2019-03-22 08:25:41,1,1.1,7.5,1.11,0.0,11.91,credit card,Midtown North,Upper West Side South,Manhattan,Manhattan
2019-03-06 16:46:42,2019-03-06 16:51:17,2,1.06,5.5,0.0,0.0,9.8,cash,Yorkville West,East Harlem South,Manhattan,Manhattan
2019-03-24 11:34:35,2019-03-24 11:48:47,1,2.42,11.5,1.0,0.0,15.8,credit card,Little Italy/NoLiTa,Midtown South,Manhattan,Manhattan
2019-03-18 08:00:16,2019-03-18 08:09:00,6,2.03,8.5,2.36,0.0,14.16,credit card,TriBeCa/Civic Center,Flatiron,Manhattan,Manhattan
2019-03-13 23:24:57,2019-03-13 23:41:50,1,9.38,27.0,0.0,0.0,30.8,cash,Times Sq/Theatre District,Washington Heights North,Manhattan,Manhattan
2019-03-18 17:32:28,2019-03-18 17:52:54,1,2.82,14.5,0.0,0.0,18.8,cash,Greenwich Village North,Upper East Side South,Manhattan,Manhattan
2019-03-18 22:44:17,2019-03-18 22:57:14,1,2.1,10.5,2.86,0.0,17.16,credit card,Clinton East,Lenox Hill West,Manhattan,Manhattan
2019-03-06 14:41:25,2019-03-06 14:53:23,1,1.2,9.0,2.46,0.0,14.76,credit card,Penn Station/Madison Sq West,West Village,Manhattan,Manhattan
2019-03-02 01:03:27,2019-03-02 01:19:54,1,3.0,13.0,4.2,0.0,21.0,credit card,Clinton East,East Village,Manhattan,Manhattan
2019-03-07 21:02:00,2019-03-07 21:06:27,3,0.72,5.0,0.88,0.0,9.68,credit card,Midtown Center,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-24 20:34:53,2019-03-24 21:14:10,1,15.6,43.5,8.95,0.0,53.75,credit card,JFK Airport,East Williamsburg,Queens,Brooklyn
2019-03-07 07:08:36,2019-03-07 07:17:36,1,2.7,10.0,1.5,0.0,14.8,credit card,Lenox Hill West,East Harlem North,Manhattan,Manhattan
2019-03-13 13:43:02,2019-03-13 14:11:54,1,3.04,18.0,3.2,0.0,24.5,credit card,Hudson Sq,Midtown Center,Manhattan,Manhattan
2019-03-12 20:46:05,2019-03-12 20:52:35,1,0.89,6.0,2.45,0.0,12.25,credit card,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-28 23:05:32,2019-03-28 23:10:03,1,0.9,5.0,0.0,0.0,8.8,cash,Union Sq,Gramercy,Manhattan,Manhattan
2019-03-24 04:19:00,2019-03-24 04:32:35,2,3.52,14.0,2.7,0.0,18.0,credit card,Williamsburg (South Side),Prospect Heights,Brooklyn,Brooklyn
2019-03-11 18:36:16,2019-03-11 18:53:53,1,3.64,15.5,3.96,0.0,23.76,credit card,Financial District South,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-02 22:02:44,2019-03-02 22:15:46,5,2.37,11.0,0.0,0.0,12.3,cash,Manhattanville,Washington Heights North,Manhattan,Manhattan
2019-03-13 22:07:13,2019-03-13 22:32:19,1,5.89,22.5,5.26,0.0,31.56,credit card,Meatpacking/West Village West,Yorkville East,Manhattan,Manhattan
2019-03-30 08:47:26,2019-03-30 09:02:07,2,4.02,15.0,0.0,0.0,18.3,cash,Long Island City/Queens Plaza,Union Sq,Queens,Manhattan
