Month,Day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,28,,11.884,12.476,,12.483,,,11.77,,12.137,12.326,12.334,11.91,11.718,12.424,12.04,12.023,11.832,11.242,11.747,11.256,11.352,11.154,11.121,11.476,11.004,11.243,11.086,10.052,10.673,11.122,10.858,10.347,10.661,10.498,10.973,10.923,10.824,9.726,10.448,10.826,10.269,9.863,10.868,
,29,12.684,,,11.882,,12.337,11.869,,12.268,12.185,12.465,12.417,12.056,11.725,12.511,12.108,12.034,11.853,11.391,11.827,11.289,11.347,11.181,11.151,11.499,11.141,11.325,11.135,10.099,10.828,11.152,10.86,10.48,10.782,10.629,11.101,11.042,10.846,9.796,10.503,10.929,10.41,9.979,10.894,
,30,,12.076,12.626,,12.695,,,11.927,,12.228,12.526,12.499,12.063,11.764,12.505,12.16,12.073,11.976,11.449,11.944,11.306,11.458,11.387,11.239,11.549,11.171,11.365,11.144,10.226,10.878,11.252,10.929,10.517,10.812,10.746,11.157,11.115,10.829,9.913,10.583,11.006,10.422,10.114,10.982,
December,1,12.725,,,11.99,,12.769,11.968,,12.591,12.497,12.699,12.597,12.279,12.026,12.715,12.288,12.284,12.195,11.605,12.249,11.543,11.705,11.663,11.414,11.728,11.327,11.629,11.306,10.34,10.916,11.492,11.13,10.673,11.038,10.896,11.345,11.473,11.064,10.183,10.801,11.071,10.542,10.365,11.287,
,2,,12.39,12.643,,12.822,,,12.305,,12.584,12.704,12.705,12.422,12.078,12.811,12.345,12.363,12.305,11.735,12.34,11.674,11.745,11.684,11.468,11.785,11.402,11.791,11.398,10.442,10.867,11.521,11.256,10.797,10.974,10.995,11.404,11.578,11.135,10.355,10.867,11.075,10.628,10.483,11.374,
,3,12.66,,,12.336,,12.664,12.263,,12.649,,12.827,12.85,12.47,12.104,12.855,12.431,12.478,12.37,11.751,12.287,11.699,11.757,11.787,11.558,11.874,11.581,11.872,11.356,10.673,10.991,11.586,11.318,10.913,11.08,11.128,11.601,11.554,11.223,10.387,10.931,11.175,10.77,10.558,11.31,
,4,,12.462,13.032,,12.866,,,12.314,,,12.905,12.988,12.548,12.217,12.998,12.475,12.639,12.445,11.991,12.343,11.752,11.785,11.809,11.564,11.909,11.736,12.06,11.397,10.832,11.148,11.68,11.416,10.995,11.247,11.239,11.745,11.675,11.296,10.369,10.909,11.138,10.914,10.608,11.322,
,5,12.785,,,12.507,,12.877,12.397,,12.717,,13.008,13.01,12.643,12.3,13.013,12.633,12.574,12.494,12.125,12.44,11.844,11.859,11.86,11.607,11.978,11.73,12.046,11.504,10.994,11.273,11.781,11.631,11.164,11.331,11.358,11.745,11.676,11.301,10.415,10.991,11.203,10.978,10.702,11.331,
,6,,12.781,13.122,,12.963,,,12.469,,,13.117,13.018,12.653,12.331,13.134,12.69,12.632,12.501,12.177,12.515,11.955,12.091,12.101,11.705,11.981,11.749,12.112,11.538,11.159,11.333,11.811,11.529,11.24,11.507,11.522,11.72,11.807,11.372,10.461,11.095,11.233,11.123,10.893,11.334,
,7,13.051,,,12.698,,13.042,12.712,,12.775,,13.181,13.059,12.613,12.377,13.189,12.772,12.649,12.475,12.228,12.526,12.239,12.154,12.177,11.71,11.966,11.896,12.132,11.709,11.268,11.352,11.936,11.585,11.247,11.548,11.511,11.715,11.822,11.447,10.662,11.084,11.337,11.359,10.964,11.432,
,8,,12.991,13.298,,13.223,,,12.619,,,13.292,13.083,12.683,12.49,13.14,12.97,12.816,12.462,12.342,12.728,12.199,12.177,12.329,11.747,11.972,11.987,12.219,11.763,11.351,11.403,12.147,11.56,11.354,11.696,11.626,11.73,11.888,11.542,10.683,11.17,11.413,11.518,10.958,11.467,
,9,13.143,,,12.816,,13.043,12.738,,12.822,,13.303,13.186,12.756,12.517,13.116,13.033,12.907,12.531,12.373,12.745,12.232,12.232,12.389,11.887,12.118,12.063,12.328,11.729,11.582,11.511,12.224,11.592,11.524,11.807,11.789,11.75,11.959,11.591,10.8,11.331,11.503,11.581,11.016,11.586,
,10,,13.101,13.334,,13.351,,,12.734,,,13.374,13.173,12.818,12.526,13.212,13.147,13.004,12.656,12.356,12.72,12.258,12.282,12.431,11.925,12.188,12.129,12.32,11.776,11.707,11.6,12.343,11.681,11.539,11.827,11.781,11.925,12.084,11.739,11.071,11.569,11.506,11.618,11.144,11.613,
,11,13.437,,,12.948,,13.192,12.837,,12.88,,13.437,13.255,12.845,12.58,13.355,13.225,13.061,12.617,12.483,12.786,12.285,12.506,12.513,12.115,12.239,12.26,12.466,11.83,11.756,11.586,12.35,11.695,11.74,11.781,11.812,12.031,12.227,11.814,11.244,11.733,11.648,11.666,11.252,11.731,
,12,,13.292,13.569,,13.503,,,12.771,,,13.512,13.323,12.915,12.606,13.239,13.246,13.055,12.558,12.644,12.712,12.386,12.587,12.536,12.203,12.32,12.397,12.434,11.968,11.796,11.646,12.424,11.842,11.78,11.958,11.806,12.112,12.125,11.871,11.266,11.775,11.672,11.698,11.362,11.862,
,13,13.603,,,13.217,,13.344,13.018,,12.903,,13.629,13.292,13.019,12.808,13.298,13.188,13.033,12.648,12.766,12.786,12.465,12.426,12.599,12.25,12.38,12.436,12.524,12.033,11.819,11.764,12.309,11.957,11.854,12.01,11.768,12.144,12.23,11.987,11.348,11.865,11.811,11.781,11.565,11.947,
,14,,13.268,13.685,,13.606,,,12.818,,,13.695,13.32,13.106,12.836,13.324,13.281,13.069,12.707,12.878,12.899,12.559,12.44,12.585,12.309,12.487,12.503,12.57,12.244,11.876,11.864,12.281,12.121,12.051,12.117,11.723,12.183,12.231,12.019,11.514,11.839,11.856,11.883,11.667,12.022,
,15,13.649,,,13.418,,13.366,13.124,,13.03,,13.746,13.335,13.158,12.907,13.417,13.354,13.158,12.84,12.832,12.979,12.596,12.506,12.633,12.374,12.572,12.625,12.72,12.412,11.928,11.903,12.377,12.215,12.05,12.191,11.875,12.325,12.267,12.112,11.541,11.825,11.926,11.994,11.744,12.021,
,16,,13.322,13.91,,13.84,,,13.065,,,13.749,13.284,13.226,12.969,13.479,13.414,13.301,13.003,12.944,13.035,12.688,12.632,12.689,12.467,12.666,12.752,12.629,12.344,11.918,11.969,12.407,12.344,12.013,12.305,11.865,12.25,12.395,12.116,11.715,11.827,11.972,12.042,11.907,12.015,
,17,13.807,,,13.635,,13.325,13.025,,13.17,,13.778,13.337,13.353,12.994,13.429,13.453,13.365,12.923,13.006,13.097,12.84,12.746,12.808,12.59,12.715,12.881,12.687,12.405,12.021,12.11,12.367,12.433,11.943,12.245,11.974,12.206,12.437,12.169,11.762,11.923,12.007,11.998,11.97,12.23,
,18,,13.377,13.762,,13.895,,,13.263,,,13.747,13.468,13.28,13.13,13.468,13.59,13.509,12.93,13.106,13.168,13.041,12.744,12.898,12.639,12.922,12.918,12.693,12.482,12.098,12.216,12.357,12.504,11.928,12.285,12.184,12.207,12.462,12.249,11.774,12.046,12.066,12.018,12.11,12.265,
,19,13.892,,,13.802,,13.322,13.24,,13.373,,13.819,13.521,13.324,13.083,13.57,13.645,13.55,12.995,13.161,13.25,13.076,12.81,12.883,12.785,12.925,12.97,12.705,12.456,12.27,12.275,12.447,12.488,11.974,12.369,12.206,12.315,12.543,12.303,11.867,12.024,12.115,12.077,12.247,12.269,
,20,,13.541,13.697,,14.016,,,13.271,,,13.815,13.555,13.417,13.098,13.612,13.783,13.577,13.133,13.194,13.343,13.164,12.783,12.92,12.851,12.837,12.88,12.767,12.466,12.408,12.395,12.461,12.527,11.976,12.391,12.218,12.275,12.645,12.299,11.966,12.094,12.054,12.182,12.329,12.417,
,21,13.996,,,13.893,,13.326,13.202,,13.523,,13.919,13.575,13.525,13.14,13.619,13.678,13.624,13.182,13.316,13.328,13.23,13.021,12.906,12.92,12.878,13.034,12.834,12.527,12.465,12.498,12.436,12.617,12.104,12.529,12.249,12.328,12.656,12.411,11.841,12.072,12.16,12.226,12.375,12.601,
,22,,13.619,13.779,,13.963,,,13.45,,,13.976,13.564,13.563,13.215,13.672,13.68,13.673,13.22,13.3,13.4,13.315,13.059,12.863,13.01,12.909,13.14,12.965,12.6,12.517,12.592,12.676,12.64,12.205,12.633,12.274,12.415,12.695,12.381,11.831,12.075,12.269,12.327,12.468,12.7,
,23,14.189,,,13.877,,13.539,13.307,,13.672,,14.099,13.655,13.62,13.367,13.67,13.623,13.706,13.289,13.429,13.443,13.405,13.177,12.987,13.098,12.998,13.23,12.958,12.619,12.593,12.694,12.636,12.639,12.279,12.713,12.301,12.444,12.725,12.407,11.737,12.05,12.316,12.436,12.424,12.805,
,24,,13.773,13.798,,14.093,,,13.642,,,14.071,13.746,13.62,13.346,13.67,13.631,13.782,13.305,13.597,13.579,13.53,13.215,13.06,13.189,13.091,13.306,12.974,12.625,12.675,12.807,12.698,12.688,12.351,12.771,12.607,12.476,12.871,12.507,11.865,12.14,12.253,12.494,12.47,12.858,
,25,14.268,,,14.016,,13.54,13.323,,13.695,,14.103,13.758,13.601,13.465,13.666,13.786,13.765,13.344,13.63,13.659,13.543,13.434,13.053,13.339,13.112,13.289,12.827,12.754,12.683,12.742,12.794,12.744,12.311,12.725,12.609,12.572,12.995,12.661,12.027,12.229,12.273,12.545,12.504,12.868,
,26,,13.934,14,,14.183,,,13.756,,,14.124,13.771,13.541,13.597,13.733,13.867,13.83,13.363,13.613,13.695,13.575,13.436,13.067,13.325,13.206,13.308,12.814,12.872,12.696,12.766,12.94,12.87,12.31,12.682,12.62,12.659,12.993,12.65,12.088,12.339,12.272,12.638,12.498,12.867,
,27,14.383,,,13.953,,13.664,13.394,,13.766,,14.116,13.768,13.48,13.658,13.736,13.903,13.919,13.422,13.561,13.723,13.535,13.385,13.16,13.374,13.376,13.272,12.973,12.946,12.812,12.867,12.847,12.868,12.358,12.755,12.669,12.693,12.967,12.68,12.291,12.291,12.325,12.721,12.579,12.95,
,28,,14.101,14.172,,14.144,,,13.571,,,14.115,13.889,13.432,13.8,13.792,13.886,13.899,13.583,13.546,13.812,13.641,13.302,13.244,13.409,13.366,13.352,13.046,12.94,12.831,12.918,12.882,13.024,12.398,12.854,12.834,12.87,12.93,12.745,12.484,12.235,12.344,12.712,12.582,12.976,
,29,14.5,,,14.128,,13.855,13.494,,13.904,,14.141,13.88,13.439,13.954,13.837,13.927,14.024,13.641,13.653,13.83,13.685,13.257,13.32,13.416,13.377,13.379,12.989,12.976,12.94,12.981,12.926,13.103,12.457,13.097,12.926,12.897,12.936,12.762,12.525,12.223,12.523,12.78,12.608,12.99,
,30,,14.092,14.093,,14.159,,,13.701,,,14.18,13.927,13.437,13.885,13.915,13.977,14.074,13.707,13.704,14.002,13.784,13.273,13.34,13.444,13.483,13.32,13.058,13.016,13.073,13.012,12.929,13.118,12.558,13.115,12.931,12.804,13.038,12.8,12.617,12.273,12.569,12.858,12.622,13.09,
,31,14.585,,,14.224,,13.907,13.789,,14.089,,14.211,14.099,13.486,13.894,13.945,13.967,14.108,13.702,13.653,13.943,13.78,13.351,13.461,13.521,13.504,13.387,13.019,13.065,13.072,13.054,13.048,13.061,12.67,13.18,12.902,12.826,13.046,12.735,12.553,12.397,12.621,12.889,12.639,13.166,
